ID,ID_Recurso,ID_Base_Recurso,ID_FutBin,ID_FutWiz,Primeiro_Nome,Sobrenome,Nome,Nome_Comun,Altura,Peso,Genero,Data_Nascimento,Idade,ID_Liga,ID_Nacionalidade,ID_Clube,Raridade,Estilo_Jogo,Estilo_Jogo_Plus,Posição,Posição_Alternativa,Movimento_Habilidade,Pé_Ruim,Pé_Bom,Taxa_Trabalho_Ataque,Taxa_Trabalho_Defesa,Estatistica_Total,Estatistica_Total_EmJogo,Cor,Overall,Classificação_Média,Velocidade,Chute,Passe,Drible,Defesa,Fisico,Atributo_Ritmo,Atributo_Chute,Atributo_Passe,Atributo_Drible,Atributo_Defesa,Atributo_Fisico,Atributo_de_Goleiro
5985,0,0,0,0,Darlin,Yongwa,Darlin Yongwa,None,174.0,65,male,2000-09-22,23,16,103,217,1,None,None,LB,None,3,3.0,left,high,medium,384.0,1760.0,silver,70,64.0,84,40,59,67,64,70,0,0,0,0,0,0,0
5986,0,0,0,0,Gabriele,Zappa,Gabriele Zappa,None,183.0,75,male,1999-12-22,24,31,27,1842,0,None,None,RB,None,2,2.0,right,high,medium,394.0,1772.0,silver,70,65.0,80,51,60,66,65,72,0,0,0,0,0,0,0
5987,0,0,0,0,Gyasi,Zardes,Gyasi Zardes,None,188.0,80,male,1991-02-09,33,39,95,114161,1,None,None,ST,None,3,5.0,right,high,medium,390.0,1796.0,silver,70,65.0,82,69,53,67,44,75,0,0,0,0,0,0,0
5988,0,0,0,0,Benedikt,Zech,Benedikt Zech,None,186.0,73,male,1990-03-11,33,66,4,110746,1,None,None,CB,None,2,3.0,right,high,high,366.0,1678.0,silver,70,61.0,81,29,55,57,71,73,0,0,0,0,0,0,0
5989,0,0,0,0,Deyovaisio,Zeefuik,Deyovaisio Zeefuik,None,177.0,76,male,1998-11-03,25,20,34,166,0,None,None,RB,None,2,3.0,right,high,medium,392.0,1804.0,silver,70,65.0,79,41,61,69,67,75,0,0,0,0,0,0,0
5990,0,0,0,0,Jordan,Zemura,Jordan Zemura,None,173.0,75,male,1999-11-14,24,31,148,55,0,None,None,LWB,None,2,3.0,left,high,medium,366.0,1672.0,silver,70,61.0,76,39,59,67,64,61,0,0,0,0,0,0,0
5991,0,0,0,0,Yuning,Zhang,Yuning Zhang,Zhang Yuning,185.0,80,male,1997-05-01,26,2012,155,111768,0,None,None,ST,None,3,4.0,right,high,low,374.0,1769.0,silver,70,62.0,73,71,60,63,30,77,0,0,0,0,0,0,0
5992,0,0,0,0,Dingyang,Zhou,Dingyang Zhou,Zhou Dingyang,180.0,72,male,1994-01-18,30,2012,213,116360,1,None,None,CM,None,3,3.0,right,medium,medium,415.0,1973.0,silver,70,69.0,72,63,68,69,68,75,0,0,0,0,0,0,0
5993,0,0,0,0,Luca,Zidane,Luca Zidane,None,183.0,78,male,1998-05-13,25,54,18,467,0,None,None,GK,None,1,3.0,right,medium,medium,381.0,726.0,silver,70,63.0,72,67,66,70,37,69,0,0,0,0,0,0,0
5994,0,0,0,0,Philipp,Ziereis,Philipp Ziereis,None,189.0,82,male,1993-03-14,30,80,21,252,0,None,None,CB,None,2,3.0,right,medium,high,344.0,1589.0,silver,70,57.0,61,24,57,57,70,75,0,0,0,0,0,0,0
5995,0,0,0,0,Nermin,Zolotic,Nermin Zolotic,None,188.0,77,male,1993-07-07,30,308,8,114510,0,None,None,CB,None,2,3.0,right,medium,medium,381.0,1797.0,silver,70,63.0,54,56,64,62,68,77,0,0,0,0,0,0,0
5996,0,0,0,0,Juan,Zuluaga,Juan Zuluaga,None,176.0,0,male,1993-06-15,30,1003,56,112744,53,None,None,CM,None,3,3.0,right,high,medium,403.0,1862.0,silver,70,67.0,78,58,65,69,65,68,0,0,0,0,0,0,0
17907,0,0,0,0,Andrew,Omobamidele,Andrew Omobamidele,None,190.0,78,male,2002-06-23,21,13,25,14,1,None,None,CB,None,2,3.0,right,medium,high,351.0,1570.0,silver,70,58.0,73,27,49,57,70,75,0,0,0,0,0,0,0
17918,0,0,0,0,Olivier,Deman,Olivier Deman,None,181.0,70,male,2000-06-04,23,19,7,38,0,None,None,LM,None,3,3.0,left,high,high,412.0,1932.0,silver,70,68.0,76,63,68,69,65,71,0,0,0,0,0,0,0
17924,0,0,0,0,Cheick,Keita,Cheick Keita,None,185.0,0,male,2003-02-04,21,17,18,58,0,None,None,CB,None,2,3.0,right,medium,medium,316.0,1473.0,silver,70,52.0,49,30,43,52,71,71,0,0,0,0,0,0,0
17933,0,0,0,0,Kelvin,Yeboah,Kelvin Yeboah,None,185.0,73,male,2000-06-05,23,16,27,70,1,None,None,ST,None,3,3.0,right,medium,medium,374.0,1736.0,silver,70,62.0,88,67,56,71,24,68,0,0,0,0,0,0,0
17938,0,0,0,0,Stefan,Gartenmann,Stefan Gartenmann,None,185.0,83,male,1997-02-02,27,50,13,77,0,None,None,CB,None,2,3.0,right,medium,high,359.0,1688.0,silver,70,59.0,62,33,57,60,70,77,0,0,0,0,0,0,0
17943,0,0,0,0,Cody,Drameh,Cody Drameh,None,184.0,73,male,2001-08-12,22,14,14,88,0,None,None,RB,None,2,3.0,right,high,medium,376.0,1714.0,silver,70,62.0,80,35,60,66,65,70,0,0,0,0,0,0,0
17954,0,0,0,0,Adil,Aouchiche,Adil Aouchiche,None,181.0,0,male,2002-07-15,21,14,18,106,0,None,None,LM,None,4,3.0,right,medium,medium,386.0,1852.0,silver,70,64.0,67,63,71,72,56,57,0,0,0,0,0,0,0
17963,0,0,0,0,None,None,Noah Joel Sarenren Bazee,None,183.0,80,male,1996-08-21,27,2076,133,159,0,None,None,RM,None,3,3.0,right,medium,medium,356.0,1670.0,silver,70,59.0,81,61,64,73,29,48,0,0,0,0,0,0,0
17967,0,0,0,0,Amin,Sarr,Amin Sarr,None,188.0,83,male,2001-11-03,22,19,46,175,1,None,None,ST,None,3,3.0,right,medium,medium,378.0,1712.0,silver,70,63.0,91,67,58,69,25,68,0,0,0,0,0,0,0
17977,0,0,0,0,Isaak,Touré,Isaak Touré,None,206.0,75,male,2003-03-28,20,16,18,217,1,None,None,CB,None,2,3.0,left,medium,medium,351.0,1579.0,silver,70,58.0,66,30,50,55,67,83,0,0,0,0,0,0,0
17990,0,0,0,0,Mamadou,Fall,Mamadou Fall,None,189.0,0,male,2001-11-21,22,53,136,241,0,None,None,CB,None,2,2.0,right,low,medium,351.0,1614.0,silver,70,58.0,68,34,48,57,70,74,0,0,0,0,0,0,0
18007,0,0,0,0,None,None,Julien Le Cardinal,None,184.0,73,male,1997-03-08,26,16,18,378,0,None,None,RWB,None,2,2.0,right,high,medium,361.0,1654.0,silver,70,60.0,67,31,61,64,67,71,0,0,0,0,0,0,0
18027,0,0,0,0,Andreas,Voglsammer,Andreas Voglsammer,None,178.0,83,male,1992-09-01,31,20,21,485,1,None,None,LM,None,3,3.0,right,high,medium,403.0,1925.0,silver,70,67.0,76,71,66,69,43,78,0,0,0,0,0,0,0
18031,0,0,0,0,Hassan,Kadish,Hassan Kadish,None,178.0,70,male,1992-09-26,31,350,183,607,1,None,None,CB,None,2,3.0,left,high,medium,395.0,1835.0,silver,70,65.0,75,49,61,62,69,79,0,0,0,0,0,0,0
18040,0,0,0,0,Doğucan,Haspolat,Doğucan Haspolat,None,177.0,75,male,2000-11-02,23,4,48,681,0,None,None,CDM,None,3,3.0,right,medium,high,389.0,1874.0,silver,70,64.0,65,55,67,68,65,69,0,0,0,0,0,0,0
18047,0,0,0,0,Carlo,Holse,Carlo Holse,None,177.0,68,male,1999-02-06,25,68,13,748,0,None,None,RW,None,3,3.0,left,high,medium,401.0,1888.0,silver,70,66.0,79,63,67,73,53,66,0,0,0,0,0,0,0
18056,0,0,0,0,Ola,Brynhildsen,Ola Brynhildsen,None,175.0,70,male,1999-04-27,24,1,36,1516,1,None,None,ST,None,3,3.0,right,high,medium,406.0,1910.0,silver,70,67.0,85,70,63,72,49,67,0,0,0,0,0,0,0
18068,0,0,0,0,Danny,Batth,Danny Batth,None,191.0,90,male,1990-09-21,33,14,14,1792,1,None,None,CB,None,2,2.0,right,low,high,284.0,1333.0,silver,70,47.0,30,23,41,38,71,81,0,0,0,0,0,0,0
18070,0,0,0,0,James,McAtee,James McAtee,None,180.0,72,male,2002-10-18,21,13,14,1794,0,None,None,CAM,None,3,3.0,left,high,medium,375.0,1741.0,silver,70,62.0,72,63,66,73,41,60,0,0,0,0,0,0,0
18076,0,0,0,0,Milutin,Osmajić,Milutin Osmajić,None,185.0,76,male,1999-07-25,24,14,15,1801,1,None,None,ST,None,3,5.0,right,medium,medium,377.0,1788.0,silver,70,62.0,74,73,60,62,37,71,0,0,0,0,0,0,0
18104,0,0,0,0,Samuel,Kalu,Samuel Kalu,None,177.0,78,male,1997-08-26,26,189,133,1862,0,None,None,LM,None,4,4.0,right,high,medium,376.0,1787.0,silver,70,62.0,85,63,66,73,34,55,0,0,0,0,0,0,0
18128,0,0,0,0,Jamal,Lowe,Jamal Lowe,None,183.0,79,male,1994-07-21,29,14,82,1960,1,None,None,ST,None,4,4.0,right,high,medium,396.0,1860.0,silver,70,66.0,85,68,60,73,40,70,0,0,0,0,0,0,0
18153,0,0,0,0,Cristian,Ganea,Cristian Ganea,None,175.0,72,male,1992-05-24,31,330,39,100761,1,None,None,LB,None,2,3.0,left,high,medium,410.0,1972.0,silver,70,68.0,73,66,70,68,64,69,0,0,0,0,0,0,0
18157,0,0,0,0,None,None,Jonathan Rodríguez Menéndez,None,179.0,71,male,1991-09-07,32,54,45,100851,0,None,None,LW,None,3,3.0,left,high,medium,408.0,1945.0,silver,70,68.0,78,67,71,71,52,69,0,0,0,0,0,0,0
18165,0,0,0,0,None,None,Miguel Baeza Pérez,None,177.0,0,male,2000-03-27,23,54,45,110069,1,None,None,RM,None,3,3.0,left,medium,medium,365.0,1736.0,silver,70,60.0,65,64,72,70,44,50,0,0,0,0,0,0,0
18183,0,0,0,0,Elias,Cobbaut,Elias Cobbaut,None,188.0,83,male,1997-11-24,26,4,7,110724,0,None,None,CB,None,2,4.0,left,medium,medium,387.0,1812.0,silver,70,64.0,68,41,67,67,68,76,0,0,0,0,0,0,0
18199,0,0,0,0,None,None,Álvaro Fernández Carreras,None,186.0,65,male,2003-03-23,20,53,45,110832,1,None,None,LWB,None,3,4.0,left,high,medium,402.0,1868.0,silver,70,67.0,77,54,73,74,60,64,0,0,0,0,0,0,0
18205,0,0,0,0,None,None,Alberto Soro Álvarez,None,173.0,63,male,1999-09-03,24,308,45,111539,0,None,None,RM,None,3,3.0,left,medium,medium,384.0,1804.0,silver,70,64.0,77,63,68,71,44,61,0,0,0,0,0,0,0
18208,0,0,0,0,Mehdi,Bourabia,Mehdi Bourabia,None,183.0,73,male,1991-07-08,32,31,129,111657,0,None,None,CM,None,3,3.0,right,medium,medium,386.0,1871.0,silver,70,64.0,58,60,69,70,65,64,0,0,0,0,0,0,0
18209,0,0,0,0,None,None,Reinier Jesus Carvalho,None,185.0,82,male,2002-01-19,22,31,54,111657,1,None,None,RM,None,4,4.0,right,high,medium,383.0,1832.0,silver,70,63.0,68,67,65,76,42,65,0,0,0,0,0,0,0
18224,0,0,0,0,Francesco,Forte,Francesco Forte,None,187.0,75,male,1993-01-05,31,32,27,112168,0,None,None,ST,None,2,3.0,left,medium,medium,358.0,1749.0,silver,70,59.0,53,72,62,67,32,72,0,0,0,0,0,0,0
18233,0,0,0,0,Marko,Dugandžić,Marko Dugandžić,None,188.0,87,male,1994-07-04,29,350,10,112572,0,None,None,ST,None,2,2.0,left,medium,low,351.0,1660.0,silver,70,58.0,63,68,44,64,36,76,0,0,0,0,0,0,0
18306,0,0,0,0,Abdelhamid,Sabiri,Abdelhamid Sabiri,None,186.0,80,male,1996-11-28,27,350,129,113057,1,None,None,CAM,None,3,4.0,right,medium,medium,391.0,1893.0,silver,70,65.0,59,69,68,75,56,64,0,0,0,0,0,0,0
18330,0,0,0,0,Terence,Kongolo,Terence Kongolo,None,188.0,0,male,1994-02-14,29,80,34,254,0,None,None,CB,None,2,4.0,left,medium,medium,363.0,1739.0,silver,70,60.0,60,42,59,63,70,69,0,0,0,0,0,0,0
18334,0,0,0,0,Ángelo,Preciado,Ángelo Preciado,None,173.0,74,male,1998-02-18,25,319,57,267,1,None,None,RB,None,3,3.0,right,high,low,401.0,1813.0,silver,70,66.0,83,60,61,71,63,63,0,0,0,0,0,0,0
18351,0,0,0,0,Emil,Holm,Emil Holm,None,191.0,83,male,2000-05-13,23,31,46,115845,1,None,None,RM,None,3,3.0,right,medium,high,421.0,1912.0,silver,70,70.0,85,60,61,67,63,85,0,0,0,0,0,0,0
18491,0,0,0,0,Güven,Yalçin,Güven Yalçin,None,184.0,77,male,1999-01-18,25,68,48,111117,0,None,None,ST,None,3,3.0,right,high,medium,367.0,1735.0,silver,70,61.0,78,72,61,71,23,62,0,0,0,0,0,0,0
18492,0,0,0,0,Davide,Biraschi,Davide Biraschi,None,182.0,77,male,1994-07-02,29,68,27,111117,1,None,None,RWB,None,2,2.0,right,medium,medium,366.0,1740.0,silver,70,61.0,61,36,60,68,72,69,0,0,0,0,0,0,0
18494,0,0,0,0,Samuel,Bastien,Samuel Bastien,None,175.0,75,male,1996-09-26,27,68,110,111339,0,None,None,CM,None,3,3.0,right,high,medium,412.0,1978.0,silver,70,68.0,72,66,70,73,62,69,0,0,0,0,0,0,0
18652,0,0,0,0,Inès,Benyahia,Inès Benyahia,None,172.0,63,female,2003-03-26,20,2218,18,1738,0,None,None,CM,None,3,3.0,right,medium,medium,394.0,1884.0,silver,70,65.0,69,62,67,73,64,59,0,0,0,0,0,0,0
18844,0,0,0,0,None,None,Rui Filipe Caetano Moura,None,177.0,70,male,1993-03-01,30,308,38,518,0,None,None,RB,None,2,3.0,right,medium,medium,393.0,1904.0,silver,70,65.0,66,59,66,68,66,68,0,0,0,0,0,0,0
19083,0,0,0,0,Rantala,Jutta,Rantala Jutta,None,0.0,0,female,1900-01-01,124,2216,17,95,0,None,None,ST,None,3,4.0,right,medium,medium,341.0,1612.0,silver,70,56.0,65,72,54,67,25,58,0,0,0,0,0,0,0
19093,0,0,0,0,Esperanza,Pizarro,Esperanza Pizarro,None,162.0,52,female,2001-04-15,22,2222,60,467,0,None,None,LM,None,3,2.0,left,medium,low,376.0,1803.0,silver,70,62.0,64,68,69,70,47,58,0,0,0,0,0,0,0
19096,0,0,0,0,Billy,Sharp,Billy Sharp,None,0.0,0,male,1900-01-01,124,39,14,697,0,None,None,ST,None,2,3.0,right,medium,medium,357.0,1796.0,silver,70,59.0,53,74,62,63,39,66,0,0,0,0,0,0,0
19098,0,0,0,0,N/A,Tiéhi,Tiéhi,Tiéhi,0.0,0,male,1900-01-01,124,14,108,1797,0,None,None,CDM,None,2,3.0,right,high,medium,390.0,1865.0,silver,70,65.0,66,47,65,70,69,73,0,0,0,0,0,0,0
19111,0,0,0,0,Junior,Hoilett,Junior Hoilett,None,0.0,0,male,1900-01-01,124,39,70,101112,0,None,None,LM,None,3,3.0,right,high,high,398.0,1919.0,silver,70,66.0,77,68,67,74,48,64,0,0,0,0,0,0,0
19116,0,0,0,0,Andrés,Gómez,Andrés Gómez,None,0.0,0,male,1900-01-01,124,39,56,111065,0,None,None,RM,None,4,4.0,right,high,medium,365.0,1695.0,silver,70,60.0,78,66,63,72,32,54,0,0,0,0,0,0,0
19117,0,0,0,0,Gomes,Netto,Gomes Netto,None,0.0,0,male,1900-01-01,124,351,54,111400,0,None,None,ST,None,3,4.0,right,high,high,374.0,1746.0,silver,70,62.0,71,67,47,67,43,79,0,0,0,0,0,0,0
19120,0,0,0,0,Dimitri,Bisoli,Dimitri Bisoli,None,0.0,0,male,1900-01-01,124,32,27,113973,0,None,None,CM,None,3,4.0,right,high,high,414.0,1981.0,silver,70,69.0,71,69,68,70,68,68,0,0,0,0,0,0,0
19121,0,0,0,0,Lorenzo,Dickmann,Lorenzo Dickmann,None,0.0,0,male,1900-01-01,124,32,27,113973,0,None,None,RB,None,2,3.0,right,high,medium,382.0,1816.0,silver,70,63.0,70,52,61,66,69,64,0,0,0,0,0,0,0
19184,0,0,0,0,Timothée,Pembélé,Timothée Pembélé,None,182.0,76,male,2002-09-09,21,14,18,106,1,None,None,RB,None,3,3.0,right,medium,medium,397.0,1814.0,silver,70,66.0,86,49,63,71,64,64,0,0,0,0,0,0,0
19260,0,0,0,0,Myziane,Maolida,Myziane Maolida,None,181.0,78,male,1999-02-14,24,20,214,166,1,None,None,LM,None,3,3.0,right,medium,low,363.0,1726.0,silver,70,60.0,75,67,62,76,24,59,0,0,0,0,0,0,0
19261,0,0,0,0,None,None,Ilias Akhomach Chakkour,None,175.0,70,male,2004-04-16,19,53,129,483,0,None,None,RW,None,4,4.0,left,medium,medium,341.0,1589.0,silver,70,56.0,71,66,66,72,21,45,0,0,0,0,0,0,0
5997,0,0,0,0,Rayane,Aabid,Rayane Aabid,None,178.0,71,male,1992-01-19,32,68,18,101028,0,None,None,CM,None,3,3.0,right,medium,high,396.0,1882.0,silver,69,66.0,67,60,69,71,62,67,0,0,0,0,0,0,0
5998,0,0,0,0,Matthis,Abline,Matthis Abline,None,182.0,70,male,2003-03-28,20,16,18,71,0,None,None,ST,None,3,3.0,right,medium,medium,352.0,1663.0,silver,69,58.0,77,70,55,72,23,55,0,0,0,0,0,0,0
5999,0,0,0,0,Peter,Abrahamsson,Peter Abrahamsson,None,190.0,90,male,1988-07-18,35,56,46,711,0,None,None,GK,None,1,3.0,right,medium,medium,387.0,870.0,silver,69,64.0,69,70,69,70,41,68,0,0,0,0,0,0,0
6000,0,0,0,0,Afonso Manuel,Abreu Freitas,Afonso Manuel Abreu Freitas,Afonso Freitas,181.0,73,male,2000-07-04,23,308,38,1887,0,None,None,LWB,None,2,2.0,left,medium,medium,348.0,1604.0,silver,69,58.0,69,32,53,65,66,63,0,0,0,0,0,0,0
6001,0,0,0,0,Jonás,Acevedo,Jonás Acevedo,None,172.0,70,male,1997-06-02,26,353,52,110953,0,None,None,LM,None,3,3.0,left,high,low,387.0,1870.0,silver,69,64.0,72,68,69,69,51,58,0,0,0,0,0,0,0
6002,0,0,0,0,Boadu Maxwell,Acosty,Boadu Maxwell Acosty,None,178.0,0,male,1991-10-09,32,83,117,983,0,None,None,RW,None,4,4.0,right,high,medium,382.0,1785.0,silver,69,63.0,85,66,61,71,33,66,0,0,0,0,0,0,0
6003,0,0,0,0,Rebecca,Adamczyk,Rebecca Adamczyk,None,179.0,0,female,2005-03-04,18,2215,21,25,0,None,None,GK,None,1,1.0,right,medium,medium,388.0,701.0,silver,69,64.0,68,64,69,73,44,70,0,0,0,0,0,0,0
6004,0,0,0,0,Sam,Adekugbe,Sam Adekugbe,None,175.0,74,male,1995-01-16,29,39,70,101112,1,None,None,LB,None,2,2.0,left,high,medium,403.0,1819.0,silver,69,67.0,86,50,60,70,61,76,0,0,0,0,0,0,0
6005,0,0,0,0,Anna,Aehling,Anna Aehling,None,171.0,0,female,2001-03-23,22,2215,21,1824,1,None,None,CB,None,2,3.0,right,medium,medium,362.0,1684.0,silver,69,60.0,73,39,54,58,68,70,0,0,0,0,0,0,0
6006,0,0,0,0,David,Affengruber,David Affengruber,None,185.0,79,male,2001-03-19,22,80,4,209,1,None,None,CB,None,2,3.0,right,high,medium,362.0,1689.0,silver,69,60.0,73,41,51,55,69,73,0,0,0,0,0,0,0
6007,0,0,0,0,Saad,Agouzoul,Saad Agouzoul,None,192.0,75,male,1997-10-08,26,17,129,57,0,None,None,CB,None,2,3.0,left,low,medium,322.0,1543.0,silver,69,53.0,44,38,53,51,70,66,0,0,0,0,0,0,0
6008,0,0,0,0,Marc,Aguado Pallarés,Marc Aguado Pallarés,Marc Aguado,178.0,68,male,2000-02-22,23,54,45,244,0,None,None,CDM,None,2,3.0,left,medium,medium,377.0,1793.0,silver,69,62.0,66,52,66,66,67,60,0,0,0,0,0,0,0
6009,0,0,0,0,Martín,Aguirregabiria,Martín Aguirregabiria,Martín,178.0,69,male,1996-10-05,27,308,45,112809,0,None,None,RB,None,3,3.0,right,high,medium,357.0,1700.0,silver,69,59.0,63,35,61,67,67,64,0,0,0,0,0,0,0
6010,0,0,0,0,Young Kyu,Ahn,Young Kyu Ahn,Ahn Young Kyu,185.0,0,male,1989-04-12,34,83,167,112258,0,None,None,CB,None,2,3.0,right,low,high,334.0,1516.0,silver,69,55.0,61,31,41,56,69,76,0,0,0,0,0,0,0
6011,0,0,0,0,Youssef,Aït Bennasser,Youssef Aït Bennasser,None,184.0,0,male,1996-07-07,27,68,129,748,0,None,None,CDM,None,3,3.0,right,high,medium,402.0,1915.0,silver,69,67.0,65,62,72,73,65,65,0,0,0,0,0,0,0
6012,0,0,0,0,Marley,Aké,Marley Aké,None,177.0,68,male,2001-05-01,22,31,18,55,0,None,None,LM,None,3,3.0,right,medium,medium,370.0,1753.0,silver,69,61.0,77,63,63,73,39,55,0,0,0,0,0,0,0
6013,0,0,0,0,Marvin Olawale,Marvin,Marvin,Marvin,178.0,63,male,2000-07-03,23,53,45,472,1,None,None,RM,None,4,4.0,right,medium,high,403.0,1796.0,silver,69,67.0,86,61,60,69,60,67,0,0,0,0,0,0,0
6014,0,0,0,0,Babajide David,Akintola,Babajide David Akintola,None,180.0,69,male,1996-01-13,28,68,133,101016,1,None,None,RW,None,3,4.0,right,medium,medium,386.0,1778.0,silver,69,64.0,90,62,58,70,40,66,0,0,0,0,0,0,0
6015,0,0,0,0,Chadrac,Akolo,Chadrac Akolo,None,172.0,72,male,1995-04-01,28,189,110,898,1,None,None,ST,None,4,3.0,right,high,medium,387.0,1830.0,silver,69,64.0,87,67,62,76,29,66,0,0,0,0,0,0,0
6016,0,0,0,0,Abdulelah,Al Amri,Abdulelah Al Amri,None,182.0,75,male,1997-01-15,27,350,183,112139,1,None,None,CB,None,2,2.0,right,high,medium,343.0,1602.0,silver,69,57.0,69,29,49,47,67,82,0,0,0,0,0,0,0
6017,0,0,0,0,Abdulrahman,Al Obud,Abdulrahman Al Obud,None,174.0,70,male,1995-01-06,29,350,183,607,1,None,None,RM,None,3,2.0,right,high,medium,381.0,1710.0,silver,69,63.0,91,60,57,70,45,58,0,0,0,0,0,0,0
6018,0,0,0,0,Mohammed,Al Owais,Mohammed Al Owais,None,185.0,75,male,1991-10-10,32,350,183,605,1,None,None,GK,None,1,2.0,left,medium,medium,385.0,944.0,silver,69,64.0,77,62,60,71,51,64,0,0,0,0,0,0,0
6019,0,0,0,0,Fernando,Alarcón,Fernando Alarcón,None,185.0,0,male,1994-06-16,29,353,52,110953,0,None,None,CB,None,2,2.0,left,medium,medium,313.0,1494.0,silver,69,52.0,53,33,45,37,72,73,0,0,0,0,0,0,0
6020,0,0,0,0,Jostin,Alarcón,Jostin Alarcón,None,180.0,0,male,2002-12-07,21,1003,59,111013,53,None,None,CM,None,3,4.0,left,high,medium,406.0,1897.0,silver,69,67.0,74,63,68,71,62,68,0,0,0,0,0,0,0
6021,0,0,0,0,Diego,Alende López,Diego Alende López,Diego Alende,183.0,76,male,1997-08-25,26,54,45,114554,0,None,None,CB,None,2,3.0,right,medium,medium,311.0,1434.0,silver,69,51.0,52,26,47,49,69,68,0,0,0,0,0,0,0
6022,0,0,0,0,Faride,Alidou,Faride Alidou,None,186.0,84,male,2001-07-18,22,19,21,31,0,None,None,LM,None,4,3.0,right,medium,medium,363.0,1625.0,silver,69,60.0,85,59,60,73,28,58,0,0,0,0,0,0,0
6023,0,0,0,0,Nabil,Alioui,Nabil Alioui,None,175.0,64,male,1999-02-18,24,16,18,1738,0,None,None,LW,None,4,4.0,right,medium,low,361.0,1716.0,silver,69,60.0,70,68,65,73,27,58,0,0,0,0,0,0,0
6024,0,0,0,0,Joe,Allen,Joe Allen,None,170.0,62,male,1990-03-14,33,14,50,1960,0,None,None,CDM,None,3,2.0,right,medium,high,384.0,1895.0,silver,69,64.0,57,61,68,71,67,60,0,0,0,0,0,0,0
6025,0,0,0,0,Ocimar,Almeida Júnior,Ocimar Almeida Júnior,Júnior Urso,180.0,72,male,1989-10-03,34,39,54,112606,0,None,None,CDM,None,3,3.0,right,high,high,400.0,1868.0,silver,69,66.0,64,64,64,70,65,73,0,0,0,0,0,0,0
6026,0,0,0,0,Zlatan,Alomerović,Zlatan Alomerović,None,187.0,85,male,1991-06-15,32,66,51,110745,0,None,None,GK,None,1,2.0,right,medium,medium,373.0,794.0,silver,69,62.0,72,66,62,70,37,66,0,0,0,0,0,0,0
6027,0,0,0,0,Skelly,Alvero,Skelly Alvero,None,202.0,93,male,2002-05-04,21,16,18,66,1,None,None,CDM,None,3,3.0,right,medium,medium,385.0,1764.0,silver,69,64.0,59,52,63,67,64,80,0,0,0,0,0,0,0
6028,0,0,0,0,Lisandro,Alzugaray,Lisandro Alzugaray,None,176.0,0,male,1990-04-17,33,1014,52,110986,52,None,None,RM,None,4,3.0,left,medium,medium,385.0,1853.0,silver,69,64.0,70,68,68,69,55,55,0,0,0,0,0,0,0
6029,0,0,0,0,David Nicolás,Andrade,David Nicolás Andrade,Nicolas,190.0,85,male,1988-12-04,35,32,54,110738,0,None,None,GK,None,1,5.0,right,medium,medium,385.0,856.0,silver,69,64.0,71,69,64,71,43,67,0,0,0,0,0,0,0
6030,0,0,0,0,Komnen,Andrić,Komnen Andrić,None,189.0,86,male,1995-01-07,29,16,51,1815,0,None,None,ST,None,3,3.0,right,high,high,346.0,1639.0,silver,69,57.0,60,68,53,66,29,70,0,0,0,0,0,0,0
6031,0,0,0,0,David,Andújar Jiménez,David Andújar Jiménez,Andújar,189.0,79,male,1991-08-21,32,2012,45,111774,0,None,None,CB,None,2,3.0,right,medium,medium,340.0,1542.0,silver,69,56.0,54,35,49,54,69,79,0,0,0,0,0,0,0
6032,0,0,0,0,Iván,Angulo,Iván Angulo,None,170.0,71,male,1999-03-22,24,39,56,112606,1,None,None,LM,None,3,3.0,right,medium,medium,372.0,1743.0,silver,69,62.0,86,60,62,71,40,53,0,0,0,0,0,0,0
6033,0,0,0,0,Bryan,Angulo,Bryan Angulo,None,183.0,0,male,1995-11-30,28,1014,57,110984,52,None,None,ST,None,3,4.0,right,high,medium,351.0,1677.0,silver,69,58.0,71,68,49,67,25,71,0,0,0,0,0,0,0
6034,0,0,0,0,Taylan,Antalyalı,Taylan Antalyalı,None,180.0,0,male,1995-08-01,28,68,48,748,0,None,None,CM,None,3,3.0,right,medium,high,406.0,1920.0,silver,69,67.0,67,64,67,67,68,73,0,0,0,0,0,0,0
6035,0,0,0,0,Mirko,Antonucci,Mirko Antonucci,None,178.0,76,male,1999-11-03,24,32,27,113974,1,None,None,CAM,None,3,4.0,right,high,medium,383.0,1850.0,silver,69,63.0,76,68,66,72,41,60,0,0,0,0,0,0,0
6036,0,0,0,0,Roberta,Aprile,Roberta Aprile,None,173.0,0,female,2000-11-22,23,2236,27,45,0,None,None,GK,None,1,2.0,right,medium,medium,372.0,773.0,silver,69,62.0,67,70,66,68,31,70,0,0,0,0,0,0,0
6037,0,0,0,0,César,Araújo,César Araújo,None,178.0,69,male,2001-02-04,23,39,60,112606,0,None,None,CDM,None,3,3.0,right,low,high,366.0,1677.0,silver,69,61.0,61,53,56,63,65,68,0,0,0,0,0,0,0
6038,0,0,0,0,Héber,Héber,Héber,Héber,180.0,72,male,1991-10-08,32,39,54,111144,0,None,None,ST,None,3,3.0,right,medium,low,352.0,1714.0,silver,69,58.0,64,68,55,65,32,68,0,0,0,0,0,0,0
6039,0,0,0,0,Scott,Arfield,Scott Arfield,None,179.0,80,male,1988-01-11,36,39,70,114640,0,None,None,CM,None,2,3.0,right,high,medium,379.0,1893.0,silver,69,63.0,43,68,70,70,65,63,0,0,0,0,0,0,0
